,Number,HouseCount,HomeCount,Population,h,z,StreetNubmer,Area,node,AreaCode,StreetID,nodeCount
1054,1055,17,1647,3750,39.80775,18.66033333,F0016,长春新区(高新),4019,5,317,6
1055,1056,174,3002,6346,32.89925,2.931666667,F0022,长春新区(高新),3303,5,323,3
1056,1057,10,1072,2740,40.9945,31.69233333,F0019,长春新区(高新),4132,5,320,3
1057,1058,10,1373,3509,41.47275,31.05333333,F0019,长春新区(高新),4232,5,320,3
1058,1059,20,1870,5324,30.25775,19.498,F0005,长春新区(高新),3120,5,306,1
1059,1060,13,1194,3193,34.181,14.31133333,F0006,长春新区(高新),3515,5,307,1
1060,1061,31,2272,5502,31.3435,11.72866667,F0028,长春新区(高新),3212,5,329,3
1061,1062,20,1478,3742,34.68525,25.82166667,F0027,长春新区(高新),3526,5,328,4
1062,1063,16,2350,5351,41.32575,20.96433333,F0016,长春新区(高新),4221,5,317,6
1063,1064,32,1728,4374,35.2755,27.97733333,F0027,长春新区(高新),3628,5,328,4
1064,1065,58,3773,8591,37.3615,5.541,F0016,长春新区(高新),3806,5,317,6
1065,1066,36,1101,2439,39.764,26.768,F0017,长春新区(高新),4027,5,318,4
1066,1067,28,1777,4046,41.5435,6.726666667000001,F0016,长春新区(高新),4207,5,317,6
1067,1068,16,1207,3085,40.69575,31.71133333,F0019,长春新区(高新),4132,5,320,3
1068,1069,32,3044,7371,33.91025,9.343666667,F0028,长春新区(高新),3410,5,329,3
1069,1070,16,970,2456,36.02575,26.15266667,F0027,长春新区(高新),3727,5,328,4
1070,1071,12,2957,7161,32.9585,14.97633333,F0028,长春新区(高新),3315,5,329,3
1071,1072,42,1546,3520,41.42225,17.29633333,F0016,长春新区(高新),4218,5,317,6
1072,1073,22,584,1294,37.69525,26.11833333,F0017,长春新区(高新),3827,5,318,4
1073,1074,8,454,1284,45.14425,26.156,F0021,长春新区(高新),4627,5,322,2
1074,1075,8,782,1980,34.808,24.925,F0027,长春新区(高新),3525,5,328,4
1075,1076,30,823,1823,41.8935,26.10333333,F0017,长春新区(高新),4227,5,318,4
1076,1077,15,520,1152,42.5585,29.49466667,F0017,长春新区(高新),4330,5,318,4
1077,1078,12,1353,3081,41.66075,23.04633333,F0016,长春新区(高新),4224,5,317,6
1078,1079,18,3995,9152,36.33075,9.354,F0023,长春新区(高新),3710,5,324,5
1079,1080,10,1694,4414,33.92975,15.89133333,F0029,长春新区(高新),3416,5,330,1
1080,1081,15,1226,2532,38.51225,18.64366667,F0003,长春新区(高新),3919,5,304,2
1081,1082,8,790,1670,48.291000000000004,26.95033333,F0010,长春新区(高新),4927,5,311,7
1082,1083,11,812,1860,34.55025,13.79033333,F0023,长春新区(高新),3514,5,324,5
1083,1084,28,1850,3911,40.1315,17.769000000000002,F0010,长春新区(高新),4118,5,311,7
1084,1085,10,492,1173,35.90525,26.105999999999998,F0024,长春新区(高新),3627,5,325,6
1085,1086,15,464,981,45.01775,27.77066667,F0010,长春新区(高新),4628,5,311,7
1086,1087,12,494,1044,41.64075,15.92166667,F0010,长春新区(高新),4216,5,311,7
1087,1088,8,472,1055,43.56825,29.404,F0001,长春新区(高新),4430,5,302,4
1088,1089,34,901,2015,40.15425,25.818,F0001,长春新区(高新),4126,5,302,4
1089,1090,20,1194,2761,40.62125,29.10433333,F0004,长春新区(高新),4130,5,305,2
1090,1091,12,568,1201,41.188,14.465,F0010,长春新区(高新),4215,5,311,7
1091,1092,11,1419,3251,30.2475,19.98066667,F0023,长春新区(高新),3120,5,324,5
1092,1093,5,973,2057,40.5455,20.97233333,F0010,长春新区(高新),4121,5,311,7
1093,1094,10,783,1655,39.48775,22.26833333,F0010,长春新区(高新),4023,5,311,7
1094,1095,9,1050,2288,40.1315,17.769000000000002,F0012,长春新区(高新),4118,5,313,6
1095,1096,64,1321,2878,41.47475,8.034666667,F0012,长春新区(高新),4209,5,313,6
1096,1097,10,253,551,45.39975,28.89833333,F0012,长春新区(高新),4629,5,313,6
1097,1098,4,524,1142,45.1575,26.15533333,F0012,长春新区(高新),4627,5,313,6
1098,1099,9,684,1567,34.57575,14.53133333,F0023,长春新区(高新),3515,5,324,5
1099,1100,8,281,612,44.58,27.05266667,F0012,长春新区(高新),4528,5,313,6
1100,1101,7,537,1170,41.01025,15.75833333,F0012,长春新区(高新),4216,5,313,6
1101,1102,6,713,1700,36.26325,21.691,F0024,长春新区(高新),3722,5,325,6
1102,1103,1,527,2156,47.19425,26.84733333,F0013,长春新区(高新),4827,5,314,5
1103,1104,26,1394,3243,48.47975,26.285,F0013,长春新区(高新),4927,5,314,5
1104,1105,9,689,1578,32.358000000000004,15.63533333,F0023,长春新区(高新),3316,5,324,5
1105,1106,3,252,586,45.4845,27.12233333,F0013,长春新区(高新),4628,5,314,5
1106,1107,23,850,2589,45.01,29.764,F0002,长春新区(高新),4630,5,303,1
1107,1108,32,982,2284,41.308,9.365,F0013,长春新区(高新),4210,5,314,5
1108,1109,19,447,999,41.19375,27.30833333,F0001,长春新区(高新),4228,5,302,4
1109,1110,8,506,1170,40.99725,30.75633333,F0004,长春新区(高新),4131,5,305,2
1110,1111,10,1504,3466,30.7195,12.54166667,F0025,长春新区(高新),3113,5,326,1
1111,1112,8,987,2353,30.25775,19.498,F0024,长春新区(高新),3120,5,325,6
1112,1113,7,1562,3724,38.88375,24.243000000000002,F0024,长春新区(高新),3925,5,325,6
1113,1114,30,1231,2752,38.918,29.68733333,F0001,长春新区(高新),3930,5,302,4
1114,1115,1,192,447,44.9725,27.18333333,F0013,长春新区(高新),4528,5,314,5
1115,1116,42,1275,3040,32.417,5.199333333,F0024,长春新区(高新),3306,5,325,6
1116,1117,12,1089,2596,38.949,26.979,F0024,长春新区(高新),3927,5,325,6
1117,1118,20,1361,2915,48.32125,25.026,F0014,长春新区(高新),4926,5,315,3
1118,1119,28,3321,7112,35.9695,8.701666667000001,F0014,长春新区(高新),3609,5,315,3
1119,1120,22,1313,5240,37.3915,22.57166667,F0026,长春新区(高新),3823,5,327,2
1120,1121,6,150,321,44.56775,28.50633333,F0014,长春新区(高新),4529,5,315,3
1121,1122,10,1422,5676,38.0165,23.37333333,F0026,长春新区(高新),3924,5,327,2
1122,1123,47,1248,3306,87.001,21.33733333,H0024,净月区,8822,7,397,1
1123,1124,18,1955,4980,65.84100000000001,18.412,H0042,净月区,6619,7,415,1
1124,1125,10,1299,3453,73.3305,18.18766667,H0043,净月区,7419,7,416,1
1125,1126,33,1193,2722,63.94025,23.65033333,H0001,净月区,6424,7,374,8
1126,1127,13,973,1997,66.8855,18.66633333,H0040,净月区,6719,7,413,6
1127,1128,4,715,1467,65.5565,21.13533333,H0040,净月区,6622,7,413,6
1128,1129,31,1579,3242,65.54225,24.199,H0040,净月区,6625,7,413,6
1129,1130,9,770,1581,67.22725,19.93066667,H0040,净月区,6820,7,413,6
1130,1131,7,1092,2242,71.72025,16.326,H0040,净月区,7217,7,413,6
1131,1132,12,878,1824,76.096,26.749000000000002,H0041,净月区,7727,7,414,3
1132,1133,23,1662,3412,72.5235,27.31266667,H0040,净月区,7328,7,413,6
1133,1134,36,1283,2592,65.515,25.325,H0001,净月区,6626,7,374,8
1134,1135,11,1810,3760,72.0505,18.217,H0041,净月区,7319,7,414,3
1135,1136,11,543,1128,67.1815,21.319000000000003,H0041,净月区,6822,7,414,3
1136,1137,17,593,1232,69.9955,25.598000000000003,H0046,净月区,7026,7,419,3
1137,1138,10,340,693,86.9515,22.69033333,H0039,净月区,8723,7,412,1
1138,1139,19,1311,2681,83.84275,17.495,H0037,净月区,8418,7,410,1
1139,1140,14,490,1012,67.256,22.28133333,H0046,净月区,6823,7,419,3
1140,1141,21,833,1720,67.00925,25.79666667,H0046,净月区,6826,7,419,3
1141,1142,17,845,1744,67.2075,24.90333333,H0029,净月区,6825,7,402,4
1142,1143,23,921,2064,85.85875,5.375666667000001,H0028,净月区,8606,7,401,1
1143,1144,16,838,1796,67.16625,24.10566667,H0029,净月区,6825,7,402,4
1144,1145,13,476,973,83.46875,13.85266667,H0038,净月区,8414,7,411,1
1145,1146,10,518,1110,70.84100000000001,25.56733333,H0029,净月区,7126,7,402,4
1146,1147,6,571,1225,68.3055,19.86866667,H0029,净月区,6920,7,402,4
1147,1148,8,298,853,65.47475,20.781,H0001,净月区,6621,7,374,8
1148,1149,6,1021,2190,71.7245,16.12666667,H0030,净月区,7217,7,403,1
1149,1150,14,582,1666,64.26175,21.23133333,H0001,净月区,6522,7,374,8
1150,1151,24,736,1500,87.91325,27.47866667,H0027,净月区,8828,7,400,1
1151,1152,14,779,1970,85.1325,19.39533333,H0035,净月区,8620,7,408,6
1152,1153,11,447,1279,65.742,25.69033333,H0001,净月区,6626,7,374,8
1153,1154,11,1344,3503,73.688,17.373,H0035,净月区,7418,7,408,6
1154,1155,23,2881,8246,66.712,11.10533333,H0001,净月区,6712,7,374,8
1155,1156,13,548,1115,69.19525,25.896,H0051,净月区,7026,7,424,1
1156,1157,14,545,1228,71.8355,17.21733333,H0035,净月区,7218,7,408,6
1157,1158,29,675,1932,64.31225,25.173000000000002,H0001,净月区,6526,7,374,8
1158,1159,7,720,2061,63.41575,21.17566667,H0001,净月区,6422,7,374,8
1159,1160,11,228,513,86.09475,8.885,H0035,净月区,8709,7,408,6
1160,1161,10,357,1022,66.52275,23.07266667,H0002,净月区,6724,7,375,3
1161,1162,5,239,539,87.3625,18.63466667,H0035,净月区,8819,7,408,6
1162,1163,5,414,842,71.075,27.338,H0057,净月区,7228,7,430,2
1163,1164,19,450,1014,85.25225,25.230999999999998,H0035,净月区,8626,7,408,6
1164,1165,8,498,1425,62.8965,21.10833333,H0002,净月区,6322,7,375,3
1165,1166,10,554,1222,88.54525,29.058000000000003,H0033,净月区,8930,7,406,2
1166,1167,19,493,1111,85.0995,9.136666667,H0033,净月区,8610,7,406,2
1167,1168,6,331,667,67.22725,19.93066667,H0002,净月区,6820,7,375,3
1168,1169,18,838,1888,83.2245,3.4136666669999998,H0008,净月区,8404,7,381,1
1169,1170,24,787,1585,65.68275,26.68666667,H0003,净月区,6627,7,376,10
1170,1171,8,493,1111,86.75525,5.8186666670000005,H0004,净月区,8706,7,377,1
1171,1172,9,707,1637,80.90075,23.25333333,H0009,净月区,8124,7,382,5
1172,1173,6,196,399,88.03525,19.33366667,H0006,净月区,8920,7,379,2
1173,1174,5,276,608,84.15299999999999,13.75,H0006,净月区,8514,7,379,2
1174,1175,14,564,1428,86.68375,26.439,H0007,净月区,8727,7,380,1
1175,1176,11,503,1013,68.70100000000001,26.506,H0003,净月区,6927,7,376,10
1176,1177,17,355,1042,79.67775,4.225333333,H0009,净月区,8005,7,382,5
1177,1178,9,1163,2488,81.44025,23.396,H0009,净月区,8224,7,382,5
1178,1179,9,269,681,84.0695,11.915,H0009,净月区,8512,7,382,5
1179,1180,10,420,958,81.73925,22.35833333,H0009,净月区,8223,7,382,5
1180,1181,3,275,555,66.0785,22.36466667,H0003,净月区,6723,7,376,10
1181,1182,26,563,1428,71.5415,11.04733333,H0005,净月区,7212,7,378,1
1182,1183,9,1112,2332,74.407,16.07033333,H0025,净月区,7517,7,398,3
1183,1184,9,637,1362,84.5505,18.85766667,H0012,净月区,8519,7,385,10
1184,1185,2,68,192,62.958999999999996,21.54866667,H0003,净月区,6322,7,376,10
1185,1186,5,1659,4681,68.9555,20.50566667,H0003,净月区,6921,7,376,10
1186,1187,10,282,606,83.337,13.110999999999999,H0012,净月区,8414,7,385,10
1187,1188,9,308,660,83.32225,11.76766667,H0012,净月区,8412,7,385,10
1188,1189,13,347,1084,70.696,16.73566667,H0052,净月区,7117,7,425,3
1189,1190,11,307,866,64.71275,26.34166667,H0003,净月区,6527,7,376,10
1190,1191,9,514,1099,80.2895,9.552666667,H0012,净月区,8110,7,385,10
1191,1192,11,306,774,89.163,19.033,H0012,净月区,9020,7,385,10
1192,1193,8,455,973,81.31775,23.586,H0012,净月区,8224,7,385,10
1193,1194,14,2718,5740,72.6725,16.587,H0026,净月区,7317,7,399,5
1194,1195,8,280,599,79.49625,9.460666667,H0012,净月区,8010,7,385,10
1195,1196,7,440,1241,68.50025,24.88933333,H0003,净月区,6925,7,376,10
1196,1197,4,300,847,68.01675,22.002,H0003,净月区,6923,7,376,10
1197,1198,5,160,451,67.35300000000001,19.241,H0003,净月区,6820,7,376,10
1198,1199,7,485,1049,71.29525,25.95566667,H0057,净月区,7226,7,430,2
1199,1200,4,1007,3146,71.12725,22.268,H0052,净月区,7223,7,425,3
1200,1201,5,696,1506,70.6695,23.50733333,H0052,净月区,7124,7,425,3
1201,1202,19,404,964,83.84275,17.495,H0012,净月区,8418,7,385,10
1202,1203,6,618,2212,69.34675,27.749000000000002,H0053,净月区,7028,7,426,5
1203,1204,5,764,1602,74.563,17.065,H0025,净月区,7518,7,398,3
1204,1205,5,136,306,84.53375,14.41866667,H0047,净月区,8515,7,420,1
1205,1206,22,531,1266,83.68425,4.750666667,H0012,净月区,8405,7,385,10
1206,1207,8,373,1334,70.066,24.639,H0053,净月区,7125,7,426,5
1207,1208,10,321,765,80.8795,14.78133333,H0012,净月区,8115,7,385,10
1208,1209,12,1126,3176,64.1795,18.36533333,H0003,净月区,6519,7,376,10
1209,1210,6,328,781,84.8155,18.358,H0013,净月区,8519,7,386,3
1210,1211,21,634,1512,85.75625,4.052,H0013,净月区,8605,7,386,3
1211,1212,10,528,1258,80.95275,5.974,H0013,净月区,8106,7,386,3
1212,1213,10,257,612,83.67925,18.30266667,H0014,净月区,8419,7,387,2
1213,1214,3,213,461,80.9445,26.482,H0010,净月区,8127,7,383,1
1214,1215,3,96,230,86.47875,24.41533333,H0014,净月区,8725,7,387,2
1215,1216,5,159,379,81.5585,8.256333332999999,H0015,净月区,8209,7,388,3
1216,1217,5,191,454,85.166,26.384,H0015,净月区,8627,7,388,3
1217,1218,7,258,541,72.365,11.66,H0025,净月区,7312,7,398,3
1218,1219,4,96,211,86.9425,18.53333333,H0015,净月区,8719,7,388,3
1219,1220,8,342,964,64.85275,21.12133333,H0032,净月区,6522,7,405,3
1220,1221,12,1149,2480,71.521,24.285999999999998,H0050,净月区,7225,7,423,1
1221,1222,13,458,1003,86.69425,16.84633333,H0017,净月区,8717,7,390,1
1222,1223,3,386,816,74.9635,18.05033333,H0026,净月区,7519,7,399,5
1223,1224,11,282,617,92.85825,20.49233333,H0016,净月区,9321,7,389,1
1224,1225,14,719,1574,86.75525,5.8186666670000005,H0049,净月区,8706,7,422,4
1225,1226,27,628,1279,75.12625,5.1979999999999995,H0026,净月区,7606,7,399,5
1226,1227,3,101,315,83.22225,15.012,H0018,净月区,8416,7,391,1
1227,1228,4,203,572,62.958999999999996,21.54866667,H0032,净月区,6322,7,405,3
1228,1229,14,422,959,78.44775,13.68733333,H0020,净月区,7914,7,393,1
1229,1230,11,364,980,90.48675,19.37633333,H0019,净月区,9120,7,392,1
1230,1231,2,70,152,84.571,15.05033333,H0011,净月区,8516,7,384,1
1231,1232,3,777,1640,69.95525,21.31933333,H0026,净月区,7022,7,399,5
1232,1233,4,113,319,64.8125,20.215,H0032,净月区,6521,7,405,3
1233,1234,9,543,1147,77.98025,4.2546666669999995,H0026,净月区,7805,7,399,5
1234,1235,2,156,396,68.16199999999999,26.83,H0045,净月区,6927,7,418,1
1235,1236,4,169,611,84.1855,13.071,H0021,净月区,8514,7,394,1
1236,1237,7,492,1039,77.1245,10.321,H0054,净月区,7811,7,427,2
1237,1238,3,401,876,87.4125,19.61266667,H0049,净月区,8820,7,422,4
1238,1239,5,581,1576,74.812,27.13166667,H0054,净月区,7528,7,427,2
1239,1240,11,726,1969,84.6905,3.139333333,H0056,净月区,8504,7,429,3
1240,1241,11,2151,5112,67.72775,10.96933333,H0034,净月区,6811,7,407,1
1241,1242,2,470,1034,64.85275,21.12133333,H0048,净月区,6522,7,421,1
1242,1243,6,457,969,79.12975,24.44933333,H0056,净月区,8025,7,429,3
1243,1244,4,463,981,78.23275,23.13833333,H0056,净月区,7924,7,429,3
1244,1245,5,199,727,79.17825,12.210999999999999,H0022,净月区,8013,7,395,1
1245,1246,6,173,424,82.1725,4.675,H0058,净月区,8305,7,431,5
1246,1247,3,107,264,89.9105,18.92833333,H0049,净月区,9019,7,422,4
1247,1248,10,367,777,74.513,26.057,H0058,净月区,7527,7,431,5
1248,1249,2,58,142,86.79975,15.776,H0049,净月区,8716,7,422,4
1249,1250,2,402,884,68.38125,7.199,H0058,净月区,6908,7,431,5
1250,1251,2,80,174,64.2295,22.28333333,H0023,净月区,6523,7,396,1
1251,1252,9,374,792,80.90025,8.199666667,H0058,净月区,8109,7,431,5
1252,1253,2,312,1018,79.016,23.21633333,H0058,净月区,8024,7,431,5
1253,1254,11,1448,3546,67.16975,9.827666667,H0053,净月区,6810,7,426,5
1254,1255,12,260,663,78.4255,6.319666667000001,H0059,净月区,7907,7,432,1
1255,1256,2,28,82,85.0355,13.673,H0036,净月区,8614,7,409,1
1256,1257,9,797,1685,73.6725,15.34633333,H0053,净月区,7416,7,426,5
1257,1258,4,135,483,79.6025,24.16,H0053,净月区,8025,7,426,5
1258,1259,2,68,244,84.115,17.36933333,H0044,净月区,8518,7,417,1
1259,1260,4,795,1681,77.4265,22.61733333,H0055,净月区,7823,7,428,8
1260,1261,2,60,128,85.95025,17.41966667,H0055,净月区,8618,7,428,8
1261,1262,2,90,254,81.44225,8.559666667,H0031,净月区,8209,7,404,1
1262,1263,5,169,551,91.679,20.09066667,H0055,净月区,9221,7,428,8
1263,1264,10,852,3048,78.737,23.64866667,H0055,净月区,7924,7,428,8
1264,1265,4,139,452,80.6905,12.51866667,H0055,净月区,8113,7,428,8
1265,1266,4,139,452,82.156,17.39333333,H0055,净月区,8318,7,428,8
1266,1267,22,564,1836,82.49725,4.523333333,H0055,净月区,8305,7,428,8
1267,1268,2,110,422,84.0895,12.28166667,H0055,净月区,8513,7,428,8
1268,1269,28,1598,3275,31.916999999999998,29.51233333,I0036,汽开区,3230,8,468,1
1269,1270,33,2147,4948,27.838,27.27766667,I0038,汽开区,2828,8,470,4
1270,1271,16,642,1720,41.7375,42.62466667,I0012,汽开区,4243,8,444,3
1271,1272,10,927,2485,41.34625,42.44733333,I0012,汽开区,4243,8,444,3
1272,1273,9,964,2020,40.162,43.823,I0040,汽开区,4144,8,472,5
1273,1274,13,1137,2620,20.7505,27.928,I0038,汽开区,2128,8,470,4
1274,1275,10,1522,3507,21.64975,25.096,I0038,汽开区,2226,8,470,4
1275,1276,8,1797,4206,44.02925,43.42100000000001,I0016,汽开区,4544,8,448,2
1276,1277,17,1082,2494,24.71775,25.14033333,I0038,汽开区,2526,8,470,4
1277,1278,25,1952,6396,24.86675,27.05466667,I0019,汽开区,2528,8,451,1
1278,1279,5,649,1590,37.35575,37.571,I0044,汽开区,3838,8,476,2
1279,1280,11,1175,2536,29.92,28.478,I0022,汽开区,3029,8,454,2
1280,1281,10,1216,2980,36.67725,37.079,I0044,汽开区,3738,8,476,2
1281,1282,19,1138,2471,45.69075,40.89566667,I0015,汽开区,4641,8,447,1
1282,1283,17,978,2111,23.125,27.82533333,I0022,汽开区,2428,8,454,2
1283,1284,5,289,624,42.77525,44.214,I0011,汽开区,4345,8,443,5
1284,1285,10,838,1794,26.87175,22.87733333,I0023,汽开区,2723,8,455,3
1285,1286,3,665,1394,41.3825,44.49100000000001,I0040,汽开区,4245,8,472,5
1286,1287,10,625,1310,41.3975,43.738,I0040,汽开区,4244,8,472,5
1287,1288,9,749,1603,26.16075,23.398000000000003,I0023,汽开区,2724,8,455,3
1288,1289,24,1282,3352,21.99875,34.239000000000004,I0020,汽开区,2235,8,452,1
1289,1290,8,530,1134,25.69625,25.76066667,I0023,汽开区,2626,8,455,3
1290,1291,21,1413,3160,22.115,35.15066667,I0018,汽开区,2336,8,450,2
1291,1292,7,964,2204,35.9975,41.51666667,I0045,汽开区,3642,8,477,2
1292,1293,10,374,1088,25.78025,25.29866667,I0024,汽开区,2626,8,456,3
1293,1294,10,818,2773,41.08625,37.34433333,I0043,汽开区,4238,8,475,1
1294,1295,21,1460,3714,24.38425,35.04233333,I0021,汽开区,2536,8,453,4
1295,1296,9,593,1215,31.09175,27.68966667,I0024,汽开区,3228,8,456,3
1296,1297,4,595,1301,33.14875,31.24833333,I0037,汽开区,3432,8,469,3
1297,1298,12,1139,3314,23.68125,26.506,I0024,汽开区,2427,8,456,3
1298,1299,21,1060,2317,31.9315,30.634,I0037,汽开区,3231,8,469,3
1299,1300,2,213,499,43.53825,42.14933333,I0016,汽开区,4443,8,448,2
1300,1301,20,2231,4868,18.80825,35.87366667,I0018,汽开区,1936,8,450,2
1301,1302,13,1558,3358,25.701999999999998,28.88366667,I0025,汽开区,2629,8,457,2
1302,1303,19,1482,3388,34.4215,39.49366667,I0045,汽开区,3540,8,477,2
1303,1304,4,427,920,23.54725,27.50133333,I0025,汽开区,2428,8,457,2
1304,1305,3,337,706,41.97675,44.51966667,I0040,汽开区,4245,8,472,5
1305,1306,7,527,1095,46.4025,43.75466667,I0017,汽开区,4744,8,449,3
1306,1307,8,611,1270,44.52875,43.03633333,I0017,汽开区,4544,8,449,3
1307,1308,9,745,1725,26.2985,34.308,I0035,汽开区,2735,8,467,5
1308,1309,10,708,1751,30.25975,36.41466667,I0042,汽开区,3137,8,474,1
1309,1310,2,217,543,39.97,42.28033333,I0050,汽开区,4043,8,482,1
1310,1311,2,375,842,42.61275,39.306,I0041,汽开区,4340,8,473,3
1311,1312,5,348,751,42.6125,43.49566667,I0011,汽开区,4344,8,443,5
1312,1313,13,589,1364,27.22575,35.00766667,I0035,汽开区,2836,8,467,5
1313,1314,7,468,1023,33.57325,32.63433333,I0037,汽开区,3433,8,469,3
1314,1315,19,1195,2683,36.141999999999996,37.909,I0041,汽开区,3738,8,473,3
1315,1316,8,736,1708,34.87175,38.23366667,I0052,汽开区,3539,8,484,1
1316,1317,9,376,871,30.8555,30.23333333,I0035,汽开区,3131,8,467,5
1317,1318,5,278,644,25.6335,22.96166667,I0035,汽开区,2623,8,467,5
1318,1319,1,237,513,37.34225,42.167,I0051,汽开区,3843,8,483,1
1319,1320,10,587,1318,41.3335,39.34666667,I0041,汽开区,4240,8,473,3
1320,1321,4,350,733,39.38225,42.093,I0040,汽开区,4043,8,472,5
1321,1322,8,402,1077,42.87225,38.93133333,I0012,汽开区,4339,8,444,3
1322,1323,4,244,625,38.91725,40.24633333,I0053,汽开区,3941,8,485,1
1323,1324,13,697,1614,32.42425,38.03066667,I0035,汽开区,3339,8,467,5
1324,1325,8,560,1425,31.255,36.72,I0021,汽开区,3237,8,453,4
1325,1326,19,1055,2245,40.848,40.150999999999996,I0046,汽开区,4141,8,478,4
1326,1327,11,547,1392,27.19675,35.48066667,I0021,汽开区,2836,8,453,4
1327,1328,13,665,1692,32.866,38.18,I0021,汽开区,3339,8,453,4
1328,1329,5,179,372,29.44725,26.90966667,I0010,汽开区,3027,8,442,1
1329,1330,1,160,340,38.9335,42.55033333,I0046,汽开区,3943,8,478,4
1330,1331,13,1068,2389,27.70425,34.81866667,I0027,汽开区,2835,8,459,1
1331,1332,17,597,1270,36.10325,39.43233333,I0046,汽开区,3740,8,478,4
1332,1333,10,571,1277,22.9775,34.47333333,I0029,汽开区,2335,8,461,1
1333,1334,8,331,704,36.2205,38.67966667,I0046,汽开区,3739,8,478,4
1334,1335,16,1068,2200,29.0015,36.23366667,I0048,汽开区,3037,8,480,4
1335,1336,16,760,1700,23.33375,35.44733333,I0030,汽开区,2436,8,462,1
1336,1337,20,834,3013,28.1,35.83266667,I0048,汽开区,2936,8,480,4
1337,1338,1,80,167,43.30825,43.53,I0017,汽开区,4444,8,449,3
1338,1339,1,90,192,40.96075,43.84333333,I0048,汽开区,4144,8,480,4
1339,1340,2,128,399,42.716,36.54433333,I0009,汽开区,4337,8,441,2
1340,1341,3,358,772,42.341,39.722,I0011,汽开区,4340,8,443,5
1341,1342,3,326,830,30.99975,37.24133333,I0048,汽开区,3138,8,480,4
1342,1343,8,416,1422,25.85525,36.09233333,I0039,汽开区,2637,8,471,4
1343,1344,16,770,1961,37.23725,39.30766667,I0011,汽开区,3840,8,443,5
1344,1345,17,1290,3286,30.427,35.58466667,I0009,汽开区,3136,8,441,2
1345,1346,13,1134,3528,28.37975,36.67966667,I0011,汽开区,2937,8,443,5
1346,1347,15,1054,2275,31.65575,33.292,I0034,汽开区,3234,8,466,4
1347,1348,1,62,180,20.98575,29.905,I0047,汽开区,2130,8,479,3
1348,1349,8,285,615,42.09475,38.29833333,I0034,汽开区,4339,8,466,4
1349,1350,2,75,162,41.9075,43.523999999999994,I0014,汽开区,4244,8,446,2
1350,1351,1,76,158,46.63775,41.38666667,I0014,汽开区,4742,8,446,2
1351,1352,7,548,1182,35.816,40.961000000000006,I0034,汽开区,3641,8,466,4
1352,1353,4,276,563,25.89725,35.19866667,I0039,汽开区,2636,8,471,4
1353,1354,3,172,358,43.5425,42.633,I0034,汽开区,4443,8,466,4
1354,1355,20,1358,2908,30.8195,32.76033333,I0047,汽开区,3133,8,479,3
1355,1356,16,893,2092,32.33125,37.22033333,I0047,汽开区,3338,8,479,3
1356,1357,8,526,1232,32.81,36.40266667,I0039,汽开区,3337,8,471,4
1357,1358,3,215,459,34.1185,38.02833333,I0026,汽开区,3539,8,458,1
1358,1359,10,743,1591,29.32275,35.179,I0039,汽开区,3036,8,471,4
1359,1360,4,271,661,45.3195,41.51433333,I0013,汽开区,4642,8,445,1
1360,1361,10,594,1272,33.04025,35.96,I0033,汽开区,3436,8,465,2
1361,1362,9,412,882,36.21025,39.50766667,I0002,汽开区,3740,8,434,3
1362,1363,7,364,743,23.84275,34.09733333,I0028,汽开区,2435,8,460,2
1363,1364,10,645,1373,32.8045,34.78633333,I0033,汽开区,3335,8,465,2
1364,1365,1,60,155,39.0255,42.22033333,I0054,汽开区,4043,8,486,1
1365,1366,5,326,663,35.17325,39.603,I0002,汽开区,3640,8,434,3
1366,1367,5,183,372,34.056,38.73933333,I0002,汽开区,3539,8,434,3
1367,1368,7,347,840,35.1485,37.14066667,I0001,汽开区,3638,8,433,6
1368,1369,1,270,654,41.673,40.778,I0001,汽开区,4241,8,433,6
1369,1370,3,187,545,33.31575,33.204,I0001,汽开区,3434,8,433,6
1370,1371,2,123,298,34.753,38.51666667,I0001,汽开区,3539,8,433,6
1371,1372,1,75,153,24.5725,34.19333333,I0028,汽开区,2535,8,460,2
1372,1373,1,81,194,44.66025,40.39566667,I0001,汽开区,4541,8,433,6
1373,1374,2,139,374,32.905,39.29233333,I0001,汽开区,3340,8,433,6
1374,1375,13,685,1996,33.0315,34.984,I0003,汽开区,3435,8,435,3
1375,1376,10,682,1987,32.119,36.031,I0003,汽开区,3337,8,435,3
1376,1377,15,811,1939,41.15325,41.09466667,I0003,汽开区,4242,8,435,3
1377,1378,13,837,1707,31.829,35.37066667,I0004,汽开区,3236,8,436,5
1378,1379,4,325,663,31.47825,34.49233333,I0004,汽开区,3235,8,436,5
1379,1380,4,208,440,25.53225,35.09033333,I0004,汽开区,2636,8,436,5
1380,1381,1,50,120,43.63225,43.896,I0004,汽开区,4444,8,436,5
1381,1382,3,138,329,36.183,36.433,I0004,汽开区,3737,8,436,5
1382,1383,2,70,167,41.38075,38.05333333,I0005,汽开区,4239,8,437,5
1383,1384,7,251,600,38.173,37.54933333,I0005,汽开区,3938,8,437,5
1384,1385,1,201,455,43.303000000000004,44.27733333,I0005,汽开区,4445,8,437,5
1385,1386,1,65,147,45.69075,40.89566667,I0005,汽开区,4641,8,437,5
1386,1387,11,703,1896,31.188000000000002,32.143,I0005,汽开区,3233,8,437,5
1387,1388,17,913,2066,30.147,27.586,I0031,汽开区,3128,8,463,8
